Contract,Rate Card,Project Title,Job Title,Line Item Type,Qty,Comment
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-004,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-005,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-005,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-005,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-005,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-005,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-005,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-005,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-005,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-006,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-006,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-006,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-006,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-006,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-006,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-006,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-006,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-007,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-007,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-007,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-007,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-007,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-007,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-007,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-007,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-008,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-008,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-008,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-008,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-008,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-008,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-008,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-008,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-009,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-009,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-009,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-009,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-009,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-009,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-009,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-009,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-010,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-010,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-010,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-010,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-010,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-010,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-010,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-010,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-011,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-011,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-011,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-011,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-011,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-011,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-011,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-011,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-012,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-012,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-012,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-012,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-012,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-012,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-012,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-012,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-013,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-013,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-013,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-013,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-013,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-013,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-013,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-013,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-014,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-014,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-014,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-014,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-014,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-014,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-014,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-014,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-015,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-015,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-015,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-015,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-015,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-015,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-015,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-015,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-016,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-016,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-016,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-016,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-016,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-016,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-016,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-016,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-017,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-017,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-017,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-017,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-017,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-017,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-017,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-017,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-018,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-018,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-018,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-018,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-018,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-018,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-018,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-018,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-019,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-019,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-019,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-019,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-019,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-019,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-019,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-019,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-020,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-020,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-020,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-020,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-020,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-020,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-020,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-020,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-021,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-021,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-021,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-021,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-021,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-021,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-021,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-021,FB-04-01-07 - PON Power Meter Test,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-023,FC-03-01-01 - Existing copper drop sheath validation,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-023,FC-02-01-01 - Installation of a new non-aerial openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-023,FC-02-01-02 - Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-023,FC-02-01-03 - Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-023,FC-02-01-04 - Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-023,FC-02-01-05 - Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-023,FC-02-01-07 - Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,1,
Downer - Fusion,Downer - Fusion Rate Card,2DUR-24-FLIPB,2DUR-24-07-DPU-023,FB-04-01-07 - PON Power Meter Test,1,
